"GEOID","NAME","variable","estimate","moe","Year"
"32","Nevada","B01003_001",2761584,NA,2014
"33","New Hampshire","B01003_001",1321069,NA,2014
"34","New Jersey","B01003_001",8874374,NA,2014
"35","New Mexico","B01003_001",2080085,NA,2014
"36","New York","B01003_001",19594330,NA,2014
"37","North Carolina","B01003_001",9750405,NA,2014
"38","North Dakota","B01003_001",704925,NA,2014
"39","Ohio","B01003_001",11560380,NA,2014
"40","Oklahoma","B01003_001",3818851,NA,2014
"41","Oregon","B01003_001",3900343,NA,2014
"42","Pennsylvania","B01003_001",12758729,NA,2014
"44","Rhode Island","B01003_001",1053252,NA,2014
"45","South Carolina","B01003_001",4727273,NA,2014
"46","South Dakota","B01003_001",834708,NA,2014
"47","Tennessee","B01003_001",6451365,NA,2014
"48","Texas","B01003_001",26092033,NA,2014
"49","Utah","B01003_001",2858111,NA,2014
"50","Vermont","B01003_001",626358,NA,2014
"51","Virginia","B01003_001",8185131,NA,2014
"53","Washington","B01003_001",6899123,NA,2014
"54","West Virginia","B01003_001",1853881,NA,2014
"55","Wisconsin","B01003_001",5724692,NA,2014
"56","Wyoming","B01003_001",575251,NA,2014
"72","Puerto Rico","B01003_001",3638965,NA,2014
"01","Alabama","B01003_001",4830620,NA,2015
"02","Alaska","B01003_001",733375,NA,2015
"04","Arizona","B01003_001",6641928,NA,2015
"05","Arkansas","B01003_001",2958208,NA,2015
"06","California","B01003_001",38421464,NA,2015
"08","Colorado","B01003_001",5278906,NA,2015
"09","Connecticut","B01003_001",3593222,NA,2015
"10","Delaware","B01003_001",926454,NA,2015
"11","District of Columbia","B01003_001",647484,NA,2015
"12","Florida","B01003_001",19645772,NA,2015
"13","Georgia","B01003_001",10006693,NA,2015
"15","Hawaii","B01003_001",1406299,NA,2015
"16","Idaho","B01003_001",1616547,NA,2015
"17","Illinois","B01003_001",12873761,NA,2015
"18","Indiana","B01003_001",6568645,NA,2015
"19","Iowa","B01003_001",3093526,NA,2015
"20","Kansas","B01003_001",2892987,NA,2015
"21","Kentucky","B01003_001",4397353,NA,2015
"22","Louisiana","B01003_001",4625253,NA,2015
"23","Maine","B01003_001",1329100,NA,2015
"24","Maryland","B01003_001",5930538,NA,2015
"25","Massachusetts","B01003_001",6705586,NA,2015
"26","Michigan","B01003_001",9900571,NA,2015
"27","Minnesota","B01003_001",5419171,NA,2015
"28","Mississippi","B01003_001",2988081,NA,2015
"29","Missouri","B01003_001",6045448,NA,2015
"30","Montana","B01003_001",1014699,NA,2015
"31","Nebraska","B01003_001",1869365,NA,2015
"32","Nevada","B01003_001",2798636,NA,2015
"33","New Hampshire","B01003_001",1324201,NA,2015
"34","New Jersey","B01003_001",8904413,NA,2015
"35","New Mexico","B01003_001",2084117,NA,2015
"36","New York","B01003_001",19673174,NA,2015
"37","North Carolina","B01003_001",9845333,NA,2015
"38","North Dakota","B01003_001",721640,NA,2015
"39","Ohio","B01003_001",11575977,NA,2015
"40","Oklahoma","B01003_001",3849733,NA,2015
"41","Oregon","B01003_001",3939233,NA,2015
"42","Pennsylvania","B01003_001",12779559,NA,2015
"44","Rhode Island","B01003_001",1053661,NA,2015
"45","South Carolina","B01003_001",4777576,NA,2015
"46","South Dakota","B01003_001",843190,NA,2015
"47","Tennessee","B01003_001",6499615,NA,2015
"48","Texas","B01003_001",26538614,NA,2015
"49","Utah","B01003_001",2903379,NA,2015
"50","Vermont","B01003_001",626604,NA,2015
"51","Virginia","B01003_001",8256630,NA,2015
"53","Washington","B01003_001",6985464,NA,2015
"54","West Virginia","B01003_001",1851420,NA,2015
"55","Wisconsin","B01003_001",5742117,NA,2015
"56","Wyoming","B01003_001",579679,NA,2015
"72","Puerto Rico","B01003_001",3583073,NA,2015
"01","Alabama","B01003_001",4841164,NA,2016
"02","Alaska","B01003_001",736855,NA,2016
"04","Arizona","B01003_001",6728577,NA,2016
"05","Arkansas","B01003_001",2968472,NA,2016
"06","California","B01003_001",38654206,NA,2016
"08","Colorado","B01003_001",5359295,NA,2016
"09","Connecticut","B01003_001",3588570,NA,2016
"10","Delaware","B01003_001",934695,NA,2016
"11","District of Columbia","B01003_001",659009,NA,2016
"12","Florida","B01003_001",19934451,NA,2016
"13","Georgia","B01003_001",10099320,NA,2016
"15","Hawaii","B01003_001",1413673,NA,2016
"16","Idaho","B01003_001",1635483,NA,2016
"17","Illinois","B01003_001",12851684,NA,2016
"18","Indiana","B01003_001",6589578,NA,2016
"19","Iowa","B01003_001",3106589,NA,2016
"20","Kansas","B01003_001",2898292,NA,2016
"21","Kentucky","B01003_001",4411989,NA,2016
"22","Louisiana","B01003_001",4645670,NA,2016
"23","Maine","B01003_001",1329923,NA,2016
"24","Maryland","B01003_001",5959902,NA,2016
"25","Massachusetts","B01003_001",6742143,NA,2016
"26","Michigan","B01003_001",9909600,NA,2016
"27","Minnesota","B01003_001",5450868,NA,2016
"28","Mississippi","B01003_001",2989192,NA,2016
"29","Missouri","B01003_001",6059651,NA,2016
"30","Montana","B01003_001",1023391,NA,2016
"31","Nebraska","B01003_001",1881259,NA,2016
"32","Nevada","B01003_001",2839172,NA,2016
"33","New Hampshire","B01003_001",1327503,NA,2016
"34","New Jersey","B01003_001",8915456,NA,2016
"35","New Mexico","B01003_001",2082669,NA,2016
"36","New York","B01003_001",19697457,NA,2016
"37","North Carolina","B01003_001",9940828,NA,2016
"38","North Dakota","B01003_001",736162,NA,2016
"39","Ohio","B01003_001",11586941,NA,2016
"40","Oklahoma","B01003_001",3875589,NA,2016
"41","Oregon","B01003_001",3982267,NA,2016
"42","Pennsylvania","B01003_001",12783977,NA,2016
"44","Rhode Island","B01003_001",1054491,NA,2016
"45","South Carolina","B01003_001",4834605,NA,2016
"46","South Dakota","B01003_001",851058,NA,2016
"47","Tennessee","B01003_001",6548009,NA,2016
"48","Texas","B01003_001",26956435,NA,2016
"49","Utah","B01003_001",2948427,NA,2016
"50","Vermont","B01003_001",626249,NA,2016
"51","Virginia","B01003_001",8310301,NA,2016
"53","Washington","B01003_001",7073146,NA,2016
"54","West Virginia","B01003_001",1846092,NA,2016
"55","Wisconsin","B01003_001",5754798,NA,2016
"56","Wyoming","B01003_001",583029,NA,2016
"72","Puerto Rico","B01003_001",3529385,NA,2016
"01","Alabama","B01003_001",4850771,NA,2017
"02","Alaska","B01003_001",738565,NA,2017
"04","Arizona","B01003_001",6809946,NA,2017
"05","Arkansas","B01003_001",2977944,NA,2017
"06","California","B01003_001",38982847,NA,2017
"08","Colorado","B01003_001",5436519,NA,2017
"09","Connecticut","B01003_001",3594478,NA,2017
"10","Delaware","B01003_001",943732,NA,2017
"11","District of Columbia","B01003_001",672391,NA,2017
"12","Florida","B01003_001",20278447,NA,2017
"13","Georgia","B01003_001",10201635,NA,2017
"15","Hawaii","B01003_001",1421658,NA,2017
"16","Idaho","B01003_001",1657375,NA,2017
"17","Illinois","B01003_001",12854526,NA,2017
"18","Indiana","B01003_001",6614418,NA,2017
"19","Iowa","B01003_001",3118102,NA,2017
"20","Kansas","B01003_001",2903820,NA,2017
"21","Kentucky","B01003_001",4424376,NA,2017
"22","Louisiana","B01003_001",4663461,NA,2017
"23","Maine","B01003_001",1330158,NA,2017
"24","Maryland","B01003_001",5996079,NA,2017
"25","Massachusetts","B01003_001",6789319,NA,2017
"26","Michigan","B01003_001",9925568,NA,2017
"27","Minnesota","B01003_001",5490726,NA,2017
"28","Mississippi","B01003_001",2986220,NA,2017
"29","Missouri","B01003_001",6075300,NA,2017
"30","Montana","B01003_001",1029862,NA,2017
"31","Nebraska","B01003_001",1893921,NA,2017
"32","Nevada","B01003_001",2887725,NA,2017
"33","New Hampshire","B01003_001",1331848,NA,2017
"34","New Jersey","B01003_001",8960161,NA,2017
"35","New Mexico","B01003_001",2084828,NA,2017
"36","New York","B01003_001",19798228,NA,2017
"37","North Carolina","B01003_001",10052564,NA,2017
"38","North Dakota","B01003_001",745475,NA,2017
"39","Ohio","B01003_001",11609756,NA,2017
"40","Oklahoma","B01003_001",3896251,NA,2017
"41","Oregon","B01003_001",4025127,NA,2017
"42","Pennsylvania","B01003_001",12790505,NA,2017
"44","Rhode Island","B01003_001",1056138,NA,2017
"45","South Carolina","B01003_001",4893444,NA,2017
"46","South Dakota","B01003_001",855444,NA,2017
"47","Tennessee","B01003_001",6597381,NA,2017
"48","Texas","B01003_001",27419612,NA,2017
"49","Utah","B01003_001",2993941,NA,2017
"50","Vermont","B01003_001",624636,NA,2017
"51","Virginia","B01003_001",8365952,NA,2017
"53","Washington","B01003_001",7169967,NA,2017
"54","West Virginia","B01003_001",1836843,NA,2017
"55","Wisconsin","B01003_001",5763217,NA,2017
"56","Wyoming","B01003_001",583200,NA,2017
"72","Puerto Rico","B01003_001",3468963,NA,2017
"01","Alabama","B01003_001",4864680,NA,2018
"02","Alaska","B01003_001",738516,NA,2018
"04","Arizona","B01003_001",6946685,NA,2018
"05","Arkansas","B01003_001",2990671,NA,2018
"06","California","B01003_001",39148760,NA,2018
"08","Colorado","B01003_001",5531141,NA,2018
"09","Connecticut","B01003_001",3581504,NA,2018
"10","Delaware","B01003_001",949495,NA,2018
"11","District of Columbia","B01003_001",684498,NA,2018
"12","Florida","B01003_001",20598139,NA,2018
"13","Georgia","B01003_001",10297484,NA,2018
"15","Hawaii","B01003_001",1422029,NA,2018
"16","Idaho","B01003_001",1687809,NA,2018
"17","Illinois","B01003_001",12821497,NA,2018
"18","Indiana","B01003_001",6637426,NA,2018
"19","Iowa","B01003_001",3132499,NA,2018
"20","Kansas","B01003_001",2908776,NA,2018
"21","Kentucky","B01003_001",4440204,NA,2018
"22","Louisiana","B01003_001",4663616,NA,2018
"23","Maine","B01003_001",1332813,NA,2018
"24","Maryland","B01003_001",6003435,NA,2018
"25","Massachusetts","B01003_001",6830193,NA,2018
"26","Michigan","B01003_001",9957488,NA,2018
"27","Minnesota","B01003_001",5527358,NA,2018
"28","Mississippi","B01003_001",2988762,NA,2018
"29","Missouri","B01003_001",6090062,NA,2018
"30","Montana","B01003_001",1041732,NA,2018
"31","Nebraska","B01003_001",1904760,NA,2018
"32","Nevada","B01003_001",2922849,NA,2018
"33","New Hampshire","B01003_001",1343622,NA,2018
"34","New Jersey","B01003_001",8881845,NA,2018
"35","New Mexico","B01003_001",2092434,NA,2018
"36","New York","B01003_001",19618453,NA,2018
"37","North Carolina","B01003_001",10155624,NA,2018
"38","North Dakota","B01003_001",752201,NA,2018
"39","Ohio","B01003_001",11641879,NA,2018
"40","Oklahoma","B01003_001",3918137,NA,2018
"41","Oregon","B01003_001",4081943,NA,2018
"42","Pennsylvania","B01003_001",12791181,NA,2018
"44","Rhode Island","B01003_001",1056611,NA,2018
"45","South Carolina","B01003_001",4955925,NA,2018
"46","South Dakota","B01003_001",864289,NA,2018
"47","Tennessee","B01003_001",6651089,NA,2018
"48","Texas","B01003_001",27885195,NA,2018
"49","Utah","B01003_001",3045350,NA,2018
"50","Vermont","B01003_001",624977,NA,2018
"51","Virginia","B01003_001",8413774,NA,2018
"53","Washington","B01003_001",7294336,NA,2018
"54","West Virginia","B01003_001",1829054,NA,2018
"55","Wisconsin","B01003_001",5778394,NA,2018
"56","Wyoming","B01003_001",581836,NA,2018
"72","Puerto Rico","B01003_001",3386941,NA,2018
"01","Alabama","B01003_001",4876250,NA,2019
"02","Alaska","B01003_001",737068,NA,2019
"04","Arizona","B01003_001",7050299,NA,2019
"05","Arkansas","B01003_001",2999370,NA,2019
"06","California","B01003_001",39283497,NA,2019
"08","Colorado","B01003_001",5610349,NA,2019
"09","Connecticut","B01003_001",3575074,NA,2019
"10","Delaware","B01003_001",957248,NA,2019
"11","District of Columbia","B01003_001",692683,NA,2019
"12","Florida","B01003_001",20901636,NA,2019
"13","Georgia","B01003_001",10403847,NA,2019
"15","Hawaii","B01003_001",1422094,NA,2019
"16","Idaho","B01003_001",1717750,NA,2019
"17","Illinois","B01003_001",12770631,NA,2019
"18","Indiana","B01003_001",6665703,NA,2019
"19","Iowa","B01003_001",3139508,NA,2019
"20","Kansas","B01003_001",2910652,NA,2019
"21","Kentucky","B01003_001",4449052,NA,2019
"22","Louisiana","B01003_001",4664362,NA,2019
"23","Maine","B01003_001",1335492,NA,2019
"24","Maryland","B01003_001",6018848,NA,2019
"25","Massachusetts","B01003_001",6850553,NA,2019
"26","Michigan","B01003_001",9965265,NA,2019
"27","Minnesota","B01003_001",5563378,NA,2019
"28","Mississippi","B01003_001",2984418,NA,2019
"29","Missouri","B01003_001",6104910,NA,2019
"30","Montana","B01003_001",1050649,NA,2019
"31","Nebraska","B01003_001",1914571,NA,2019
"32","Nevada","B01003_001",2972382,NA,2019
"33","New Hampshire","B01003_001",1348124,NA,2019
"34","New Jersey","B01003_001",8878503,NA,2019
"35","New Mexico","B01003_001",2092454,NA,2019
"36","New York","B01003_001",19572319,NA,2019
"37","North Carolina","B01003_001",10264876,NA,2019
"38","North Dakota","B01003_001",756717,NA,2019
"39","Ohio","B01003_001",11655397,NA,2019
"40","Oklahoma","B01003_001",3932870,NA,2019
"41","Oregon","B01003_001",4129803,NA,2019
"42","Pennsylvania","B01003_001",12791530,NA,2019
"44","Rhode Island","B01003_001",1057231,NA,2019
"45","South Carolina","B01003_001",5020806,NA,2019
"46","South Dakota","B01003_001",870638,NA,2019
"47","Tennessee","B01003_001",6709356,NA,2019
"48","Texas","B01003_001",28260856,NA,2019
"49","Utah","B01003_001",3096848,NA,2019
"50","Vermont","B01003_001",624313,NA,2019
"51","Virginia","B01003_001",8454463,NA,2019
"53","Washington","B01003_001",7404107,NA,2019
"54","West Virginia","B01003_001",1817305,NA,2019
"55","Wisconsin","B01003_001",5790716,NA,2019
"56","Wyoming","B01003_001",581024,NA,2019
"72","Puerto Rico","B01003_001",3318447,NA,2019
"01","Alabama","B01003_001",4893186,NA,2020
"02","Alaska","B01003_001",736990,NA,2020
"04","Arizona","B01003_001",7174064,NA,2020
"05","Arkansas","B01003_001",3011873,NA,2020
"06","California","B01003_001",39346023,NA,2020
"08","Colorado","B01003_001",5684926,NA,2020
"09","Connecticut","B01003_001",3570549,NA,2020
"10","Delaware","B01003_001",967679,NA,2020
"11","District of Columbia","B01003_001",701974,NA,2020
"12","Florida","B01003_001",21216924,NA,2020
"13","Georgia","B01003_001",10516579,NA,2020
"15","Hawaii","B01003_001",1420074,NA,2020
"16","Idaho","B01003_001",1754367,NA,2020
"17","Illinois","B01003_001",12716164,NA,2020
"18","Indiana","B01003_001",6696893,NA,2020
"19","Iowa","B01003_001",3150011,NA,2020
"20","Kansas","B01003_001",2912619,NA,2020
"21","Kentucky","B01003_001",4461952,NA,2020
"22","Louisiana","B01003_001",4664616,NA,2020
"23","Maine","B01003_001",1340825,NA,2020
"24","Maryland","B01003_001",6037624,NA,2020
"25","Massachusetts","B01003_001",6873003,NA,2020
"26","Michigan","B01003_001",9973907,NA,2020
"27","Minnesota","B01003_001",5600166,NA,2020
"28","Mississippi","B01003_001",2981835,NA,2020
"29","Missouri","B01003_001",6124160,NA,2020
"30","Montana","B01003_001",1061705,NA,2020
"31","Nebraska","B01003_001",1923826,NA,2020
"32","Nevada","B01003_001",3030281,NA,2020
"33","New Hampshire","B01003_001",1355244,NA,2020
"34","New Jersey","B01003_001",8885418,NA,2020
"35","New Mexico","B01003_001",2097021,NA,2020
"36","New York","B01003_001",19514849,NA,2020
"37","North Carolina","B01003_001",10386227,NA,2020
"38","North Dakota","B01003_001",760394,NA,2020
"39","Ohio","B01003_001",11675275,NA,2020
"40","Oklahoma","B01003_001",3949342,NA,2020
"41","Oregon","B01003_001",4176346,NA,2020
"42","Pennsylvania","B01003_001",12794885,NA,2020
"44","Rhode Island","B01003_001",1057798,NA,2020
"45","South Carolina","B01003_001",5091517,NA,2020
"46","South Dakota","B01003_001",879336,NA,2020
"47","Tennessee","B01003_001",6772268,NA,2020
"48","Texas","B01003_001",28635442,NA,2020
"49","Utah","B01003_001",3151239,NA,2020
"50","Vermont","B01003_001",624340,NA,2020
"51","Virginia","B01003_001",8509358,NA,2020
"53","Washington","B01003_001",7512465,NA,2020
"54","West Virginia","B01003_001",1807426,NA,2020
"55","Wisconsin","B01003_001",5806975,NA,2020
"56","Wyoming","B01003_001",581348,NA,2020
"72","Puerto Rico","B01003_001",3255642,NA,2020
"01","Alabama","B01003_001",4997675,NA,2021
"02","Alaska","B01003_001",735951,NA,2021
"04","Arizona","B01003_001",7079203,NA,2021
"05","Arkansas","B01003_001",3006309,NA,2021
"06","California","B01003_001",39455353,NA,2021
"08","Colorado","B01003_001",5723176,NA,2021
"09","Connecticut","B01003_001",3605330,NA,2021
"10","Delaware","B01003_001",981892,NA,2021
"11","District of Columbia","B01003_001",683154,NA,2021
"12","Florida","B01003_001",21339762,NA,2021
"13","Georgia","B01003_001",10625615,NA,2021
"15","Hawaii","B01003_001",1453498,NA,2021
"16","Idaho","B01003_001",1811617,NA,2021
"17","Illinois","B01003_001",12821813,NA,2021
"18","Indiana","B01003_001",6751340,NA,2021
"19","Iowa","B01003_001",3179090,NA,2021
"20","Kansas","B01003_001",2932099,NA,2021
"21","Kentucky","B01003_001",4494141,NA,2021
"22","Louisiana","B01003_001",4657305,NA,2021
"23","Maine","B01003_001",1357046,NA,2021
"24","Maryland","B01003_001",6148545,NA,2021
"25","Massachusetts","B01003_001",6991852,NA,2021
"26","Michigan","B01003_001",10062512,NA,2021
"27","Minnesota","B01003_001",5670472,NA,2021
"28","Mississippi","B01003_001",2967023,NA,2021
"29","Missouri","B01003_001",6141534,NA,2021
"30","Montana","B01003_001",1077978,NA,2021
"31","Nebraska","B01003_001",1951480,NA,2021
"32","Nevada","B01003_001",3059238,NA,2021
"33","New Hampshire","B01003_001",1372175,NA,2021
"34","New Jersey","B01003_001",9234024,NA,2021
"35","New Mexico","B01003_001",2109366,NA,2021
"36","New York","B01003_001",20114745,NA,2021
"37","North Carolina","B01003_001",10367022,NA,2021
"38","North Dakota","B01003_001",773344,NA,2021
"39","Ohio","B01003_001",11769923,NA,2021
"40","Oklahoma","B01003_001",3948136,NA,2021
"41","Oregon","B01003_001",4207177,NA,2021
"42","Pennsylvania","B01003_001",12970650,NA,2021
"44","Rhode Island","B01003_001",1091949,NA,2021
"45","South Carolina","B01003_001",5078903,NA,2021
"46","South Dakota","B01003_001",881785,NA,2021
"47","Tennessee","B01003_001",6859497,NA,2021
"48","Texas","B01003_001",28862581,NA,2021
"49","Utah","B01003_001",3231370,NA,2021
"50","Vermont","B01003_001",641637,NA,2021
"51","Virginia","B01003_001",8582479,NA,2021
"53","Washington","B01003_001",7617364,NA,2021
"54","West Virginia","B01003_001",1801049,NA,2021
"55","Wisconsin","B01003_001",5871661,NA,2021
"56","Wyoming","B01003_001",576641,NA,2021
"72","Puerto Rico","B01003_001",3311274,NA,2021
"01","Alabama","B01003_001",5028092,NA,2022
"02","Alaska","B01003_001",734821,NA,2022
"04","Arizona","B01003_001",7172282,NA,2022
"05","Arkansas","B01003_001",3018669,NA,2022
"06","California","B01003_001",39356104,NA,2022
"08","Colorado","B01003_001",5770790,NA,2022
"09","Connecticut","B01003_001",3611317,NA,2022
"10","Delaware","B01003_001",993635,NA,2022
"11","District of Columbia","B01003_001",670587,NA,2022
"12","Florida","B01003_001",21634529,NA,2022
"13","Georgia","B01003_001",10722325,NA,2022
"15","Hawaii","B01003_001",1450589,NA,2022
"16","Idaho","B01003_001",1854109,NA,2022
"17","Illinois","B01003_001",12757634,NA,2022
"18","Indiana","B01003_001",6784403,NA,2022
"19","Iowa","B01003_001",3188836,NA,2022
"20","Kansas","B01003_001",2935922,NA,2022
"21","Kentucky","B01003_001",4502935,NA,2022
"22","Louisiana","B01003_001",4640546,NA,2022
"23","Maine","B01003_001",1366949,NA,2022
"24","Maryland","B01003_001",6161707,NA,2022
"25","Massachusetts","B01003_001",6984205,NA,2022
"26","Michigan","B01003_001",10057921,NA,2022
"27","Minnesota","B01003_001",5695292,NA,2022
"28","Mississippi","B01003_001",2958846,NA,2022
"29","Missouri","B01003_001",6154422,NA,2022
"30","Montana","B01003_001",1091840,NA,2022
"31","Nebraska","B01003_001",1958939,NA,2022
"32","Nevada","B01003_001",3104817,NA,2022
"33","New Hampshire","B01003_001",1379610,NA,2022
"34","New Jersey","B01003_001",9249063,NA,2022
"35","New Mexico","B01003_001",2112463,NA,2022
"36","New York","B01003_001",19994379,NA,2022
"37","North Carolina","B01003_001",10470214,NA,2022
"38","North Dakota","B01003_001",776874,NA,2022
"39","Ohio","B01003_001",11774683,NA,2022
"40","Oklahoma","B01003_001",3970497,NA,2022
"41","Oregon","B01003_001",4229374,NA,2022
"42","Pennsylvania","B01003_001",12989208,NA,2022
"44","Rhode Island","B01003_001",1094250,NA,2022
"45","South Carolina","B01003_001",5142750,NA,2022
"46","South Dakota","B01003_001",890342,NA,2022
"47","Tennessee","B01003_001",6923772,NA,2022
"48","Texas","B01003_001",29243342,NA,2022
"49","Utah","B01003_001",3283809,NA,2022
"50","Vermont","B01003_001",643816,NA,2022
"51","Virginia","B01003_001",8624511,NA,2022
"53","Washington","B01003_001",7688549,NA,2022
"54","West Virginia","B01003_001",1792967,NA,2022
"55","Wisconsin","B01003_001",5882128,NA,2022
"56","Wyoming","B01003_001",577929,NA,2022
"72","Puerto Rico","B01003_001",3272382,NA,2022
"01","Alabama","B01003_001",5054253,NA,2023
"02","Alaska","B01003_001",733971,NA,2023
"04","Arizona","B01003_001",7268175,NA,2023
"05","Arkansas","B01003_001",3032651,NA,2023
"06","California","B01003_001",39242785,NA,2023
"08","Colorado","B01003_001",5810774,NA,2023
"09","Connecticut","B01003_001",3598348,NA,2023
"10","Delaware","B01003_001",1005872,NA,2023
"11","District of Columbia","B01003_001",672079,NA,2023
"12","Florida","B01003_001",21928881,NA,2023
"13","Georgia","B01003_001",10822590,NA,2023
"15","Hawaii","B01003_001",1445635,NA,2023
"16","Idaho","B01003_001",1893296,NA,2023
"17","Illinois","B01003_001",12692653,NA,2023
"18","Indiana","B01003_001",6811752,NA,2023
"19","Iowa","B01003_001",3195937,NA,2023
"20","Kansas","B01003_001",2937569,NA,2023
"21","Kentucky","B01003_001",4510725,NA,2023
"22","Louisiana","B01003_001",4621025,NA,2023
"23","Maine","B01003_001",1377400,NA,2023
"24","Maryland","B01003_001",6170738,NA,2023
"25","Massachusetts","B01003_001",6992395,NA,2023
"26","Michigan","B01003_001",10051595,NA,2023
"27","Minnesota","B01003_001",5713716,NA,2023
"28","Mississippi","B01003_001",2951438,NA,2023
"29","Missouri","B01003_001",6168181,NA,2023
"30","Montana","B01003_001",1105072,NA,2023
"31","Nebraska","B01003_001",1965926,NA,2023
"32","Nevada","B01003_001",3141000,NA,2023
"33","New Hampshire","B01003_001",1387834,NA,2023
"34","New Jersey","B01003_001",9267014,NA,2023
"35","New Mexico","B01003_001",2114768,NA,2023
"36","New York","B01003_001",19872319,NA,2023
"37","North Carolina","B01003_001",10584340,NA,2023
"38","North Dakota","B01003_001",779361,NA,2023
"39","Ohio","B01003_001",11780046,NA,2023
"40","Oklahoma","B01003_001",3995260,NA,2023
"41","Oregon","B01003_001",4238714,NA,2023
"42","Pennsylvania","B01003_001",12986518,NA,2023
"44","Rhode Island","B01003_001",1095371,NA,2023
"45","South Carolina","B01003_001",5212774,NA,2023
"46","South Dakota","B01003_001",899194,NA,2023
"47","Tennessee","B01003_001",6986082,NA,2023
"48","Texas","B01003_001",29640343,NA,2023
"49","Utah","B01003_001",3331187,NA,2023
"50","Vermont","B01003_001",645254,NA,2023
"51","Virginia","B01003_001",8657499,NA,2023
"53","Washington","B01003_001",7740984,NA,2023
"54","West Virginia","B01003_001",1784462,NA,2023
"55","Wisconsin","B01003_001",5892023,NA,2023
"56","Wyoming","B01003_001",579761,NA,2023
"72","Puerto Rico","B01003_001",3254885,NA,2023
